cate,subCate,stimulus
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_01.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_02.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_03.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_04.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_05.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_06.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_07.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_08.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_09.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_10.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_11.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_12.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_13.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_14.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_15.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_16.jpg
Animals,sheep_alpaca,Stimuli/Animals/sheep_alpaca/sheep_17.jpg
