instrResp1.keys,instrResp1.rt,instr1_loop.thisRepN,instr1_loop.thisTrialN,instr1_loop.thisN,instr1_loop.thisIndex,instr1_loop.ran,instrOrd1,participant,age,gender,handedness,date,expName,psychopyVersion,OS,frameRate,instrResp5.keys,instrResp5.rt,instrResp6.keys,instrResp6.rt,instrResp3.keys,instrResp3.rt,instr2_loop.thisRepN,instr2_loop.thisTrialN,instr2_loop.thisN,instr2_loop.thisIndex,instr2_loop.ran,instrOrd2,instrEGresp.keys,instrEGresp.rt,instrHint2Resp.keys,instrHint2Resp.rt,instrRespSCH.keys,instr3_loop.thisRepN,instr3_loop.thisTrialN,instr3_loop.thisN,instr3_loop.thisIndex,instr3_loop.ran,instrOrd3,instrHint3Resp.keys,instrHint3Resp.rt,instrResp10.keys,instrResp10.rt,pStudy_loop.thisRepN,pStudy_loop.thisTrialN,pStudy_loop.thisN,pStudy_loop.thisIndex,pStudy_loop.ran,pTarg,psPresen_loop.thisRepN,psPresen_loop.thisTrialN,psPresen_loop.thisN,psPresen_loop.thisIndex,psPresen_loop.ran,ptHint_loop.thisRepN,ptHint_loop.thisTrialN,ptHint_loop.thisN,ptHint_loop.thisIndex,ptHint_loop.ran,pTestResp.keys,pTestResp.corr,pTestResp.rt,pTest_loop.thisRepN,pTest_loop.thisTrialN,pTest_loop.thisN,pTest_loop.thisIndex,pTest_loop.ran,ptStim,pCorAns,pTBR_loop.thisRepN,pTBR_loop.thisTrialN,pTBR_loop.thisN,pTBR_loop.thisIndex,pTBR_loop.ran,psResp.keys,psResp.corr,pSearch_loop.thisRepN,pSearch_loop.thisTrialN,pSearch_loop.thisN,pSearch_loop.thisIndex,pSearch_loop.ran,pStim,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,pStudyOrd,pTest1,pTest2,pTest3,pSearch,expStaResp.keys,expStaResp.rt,stim17_loop.thisRepN,stim17_loop.thisTrialN,stim17_loop.thisN,stim17_loop.thisIndex,stim17_loop.ran,cate,subCate,stimulus,sub30_loop.thisRepN,sub30_loop.thisTrialN,sub30_loop.thisN,sub30_loop.thisIndex,sub30_loop.ran,stimSubCate,altDistrStim_loop.thisRepN,altDistrStim_loop.thisTrialN,altDistrStim_loop.thisN,altDistrStim_loop.thisIndex,altDistrStim_loop.ran,distr_loop.thisRepN,distr_loop.thisTrialN,distr_loop.thisN,distr_loop.thisIndex,distr_loop.ran,chooseDistr_loop.thisRepN,chooseDistr_loop.thisTrialN,chooseDistr_loop.thisN,chooseDistr_loop.thisIndex,chooseDistr_loop.ran,distrIndx,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,study_presen.thisRepN,study_presen.thisTrialN,study_presen.thisN,study_presen.thisIndex,study_presen.ran,testHint_presen.thisRepN,testHint_presen.thisTrialN,testHint_presen.thisN,testHint_presen.thisIndex,testHint_presen.ran,testResp.keys,testResp.corr,testResp.rt,testsize,condTest,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,testIndx,TBR_loop.thisRepN,TBR_loop.thisTrialN,TBR_loop.thisN,TBR_loop.thisIndex,TBR_loop.ran,schResp.keys,schResp.corr,schResp.rt,setsize,subCategory,category,cond,stimImg,sch_loop.thisRepN,sch_loop.thisTrialN,sch_loop.thisN,sch_loop.thisIndex,sch_loop.ran,trialIndx,brkResp.keys,brkResp.rt,blockOrd.thisRepN,blockOrd.thisTrialN,blockOrd.thisN,blockOrd.thisIndex,blockOrd.ran,stimCateList,stimCate,testOrd
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.23546,2,calculator,Objects,Animals,Stimuli/Objects/calculator/22829508.thl.jpg,0,6,6,37,1,37,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.210905,2,panthera,Animals,Animals,Stimuli/Animals/panthera/panthera_08.jpg,0,7,7,23,1,23,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.21777,2,wolf,Animals,Animals,Stimuli/Animals/wolf/wolf_15.jpg,0,8,8,11,1,11,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.213855,2,primate,Animals,Animals,Stimuli/Animals/primate/primate_13.jpg,0,9,9,17,1,17,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.205735,2,hoofed,Animals,Animals,Stimuli/Animals/hoofed/hoofed_03.jpg,0,10,10,6,1,6,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.239245,2,hat,Objects,Animals,Stimuli/Objects/hat/ASTRHATFL.jpg,0,11,11,31,1,31,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.31728,2,glove,Objects,Animals,Stimuli/Objects/glove/Awinterglov13.jpg,0,12,12,46,1,46,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.24725,2,cookpot,Objects,Animals,Stimuli/Objects/cookpot/ACOOKPO46.jpg,0,13,13,41,1,41,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.31502,2,mustelidae,Animals,Animals,Stimuli/Animals/mustelidae/mustelidae_02.jpg,0,14,14,14,1,14,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.189015,2,balloon,Objects,Animals,Stimuli/Objects/balloon/Aballoon153.jpg,0,15,15,26,1,26,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.200865,2,bed,Objects,Animals,Stimuli/Objects/bed/51tCXjB7owL._AA262_-1.jpg,0,16,16,24,1,24,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.34946,2,motorcycle,Objects,Animals,Stimuli/Objects/motorcycle/motorcycle101.jpg,0,17,17,25,1,25,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.015235,2,suiformes,Animals,Animals,Stimuli/Animals/suiformes/suiformes_01.jpg,0,18,18,5,1,5,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.02114,2,butterfly,Animals,Animals,Stimuli/Animals/butterfly/buttenfly_03.jpg,0,19,19,58,1,58,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.290525,2,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_13.jpg,0,20,20,48,1,48,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.237925,2,dragonfly,Animals,Animals,Stimuli/Animals/dragonfly/dragonfly_05.jpg,0,21,21,13,1,13,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.231895,2,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_13.jpg,0,22,22,53,1,53,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.365025,2,hairbrush,Objects,Animals,Stimuli/Objects/hairbrush/hairbrush12.jpg,0,23,23,28,1,28,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.45547,2,makeupcompact,Objects,Animals,Stimuli/Objects/makeupcompact/P183922_hero.jpg,0,24,24,33,1,33,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.25679,2,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_13.jpg,0,25,25,51,1,51,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,flashlight,Objects,Animals,Stimuli/Objects/flashlight/11900.jpg,0,26,26,40,1,40,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.202425,2,horse,Animals,Animals,Stimuli/Animals/horse/horse_09.jpg,0,27,27,0,1,0,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.353615,2,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_13.jpg,0,28,28,50,1,50,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.534435,2,abacus,Objects,Animals,Stimuli/Objects/abacus/ab52.jpg,0,29,29,39,1,39,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.226765,2,rat,Animals,Animals,Stimuli/Animals/rat/rat_07.jpg,0,30,30,2,1,2,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.635315,2,spoon,Objects,Animals,Stimuli/Objects/spoon/hhar.jpg,0,31,31,45,1,45,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.271015,2,boot,Objects,Animals,Stimuli/Objects/boot/15860784.thl.jpg,0,32,32,29,1,29,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.246155,2,frog,Animals,Animals,Stimuli/Animals/frog/frog_02.jpg,0,33,33,1,1,1,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,marine,Animals,Animals,Stimuli/Animals/marine/marine_12.png,0,34,34,4,1,4,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.23469,2,rabbit,Animals,Animals,Stimuli/Animals/rabbit/rabbit_02.jpg,0,35,35,9,1,9,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.24857,2,butterfly,Animals,Animals,Stimuli/Animals/butterfly/buttenfly_03.jpg,0,36,36,56,1,56,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.621585,2,lamp,Objects,Animals,Stimuli/Objects/lamp/ALAMP38.jpg,0,37,37,32,1,32,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.236195,2,ceilingfan,Objects,Animals,Stimuli/Objects/ceilingfan/893dea26-1d75-4a59-954b-03ca3439bfbe_300.jpg,0,38,38,38,1,38,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.25917,2,butterfly,Animals,Animals,Stimuli/Animals/butterfly/buttenfly_03.jpg,0,39,39,59,1,59,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.74721,2,insect,Animals,Animals,Stimuli/Animals/insect/insect_17.jpg,0,40,40,16,1,16,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.3818,2,deer,Animals,Animals,Stimuli/Animals/deer/deer_15.jpg,0,41,41,21,1,21,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.36932,2,bowtie,Objects,Animals,Stimuli/Objects/bowtie/SM01.402cs.jpg,0,42,42,44,1,44,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.51384,2,bell,Objects,Animals,Stimuli/Objects/bell/necessities_11.jpg,0,43,43,43,1,43,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.344625,2,binoculars,Objects,Animals,Stimuli/Objects/binoculars/ABINOCU53.jpg,0,44,44,34,1,34,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.32992,2,procyon_civet,Animals,Animals,Stimuli/Animals/procyon_civet/procyon_16.jpg,0,45,45,10,1,10,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.340415,2,seashell,Animals,Animals,Stimuli/Animals/seashell/seashell_13.jpg,0,46,46,49,1,49,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.311255,2,pitcher,Objects,Animals,Stimuli/Objects/pitcher/Awaterpitcher.jpg,0,47,47,47,1,47,,,,,,,,,,
,,,,,,,,5e4d8eda83dc301d9395adfb,29,M,R,2020-09-10_09h45.35.270,Hybrid_Search_Task,2020.2.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.257535,2,beast,Animals,Animals,Stimuli/Animals/beast/beast_16.jpg,0,48,48,15,1,15,,,,,,,,,,
