cate,subCate,stimulus,markCode,dur,acc,markCodeResp,rt,resp,onsetT,setsize,subj,age,sex,handed
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell16.jpg,2,2.3,1,55,0,,1940.802914,4,4,22,F,R
num,num,36,9,1.8,1,97,0.5190299,f,1943.318328,4,4,22,F,R
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher18.jpg,2,2.3,1,55,0,,1945.327529,4,4,22,F,R
Objects,abacus,Stimuli/Objects/abacus/B93.80_Abacus.JPG,2,1.8,1,55,0,,1947.842977,4,4,22,F,R
Animals,fish,Stimuli/Animals/fish/fish_12.jpg,1,2.3,1,55,0,,1949.857656,4,4,22,F,R
Objects,lamp,Stimuli/Objects/lamp/Alamplightf10.jpg,2,2.3,1,55,0,,1952.372321,4,4,22,F,R
Objects,binoculars,Stimuli/Objects/binoculars/binocular22s.jpg,2,2.3,1,55,0,,1954.887245,4,4,22,F,R
Objects,abacus,Stimuli/Objects/abacus/ab91.jpg,2,2.3,1,55,0,,1957.402348,4,4,22,F,R
Objects,lamp,Stimuli/Objects/lamp/ALAMP19.jpg,2,1.8,1,55,0,,1959.916706,4,4,22,F,R
Objects,lamp,Stimuli/Objects/lamp/Adesklamp25.jpg,2,1.8,1,55,0,,1961.931906,4,4,22,F,R
Animals,seashell,Stimuli/Animals/seashell/seashell_12.jpg,1,1.8,1,55,0,,1963.946921,4,4,22,F,R
num,num,75,9,2.3,1,97,0.483718,f,1965.960691,4,4,22,F,R
Animals,cat,Stimuli/Animals/cat/cat_05.jpg,1,2.3,1,55,0,,1968.469304,4,4,22,F,R
Animals,procyon_civet,Stimuli/Animals/procyon_civet/procyon_08.jpg,1,2.3,1,55,0,,1970.984974,4,4,22,F,R
Animals,marine,Stimuli/Animals/marine/marine_15.jpg,1,1.8,1,55,0,,1973.499581,4,4,22,F,R
Objects,abacus,Stimuli/Objects/abacus/ab52.jpg,2,1.8,1,55,0,,1975.514446,4,4,22,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_12.jpg,1,1.8,1,55,0,,1977.529205,4,4,22,F,R
Objects,kayak,Stimuli/Objects/kayak/kayak_complet_12.jpg,2,1.8,1,55,0,,1979.543996,4,4,22,F,R
Objects,glove,Stimuli/Objects/glove/AHOCKGLO2.jpg,2,2.3,1,55,0,,1981.55901,4,4,22,F,R
Objects,bed,Stimuli/Objects/bed/51MGXGZ9TYL._AA262_.jpg,2,1.8,1,55,0,,1984.074383,4,4,22,F,R
Animals,marine,Stimuli/Animals/marine/marine_01.jpg,1,2.3,1,55,0,,1986.088858,4,4,22,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell05.jpg,2,1.8,1,55,0,,1988.603622,4,4,22,F,R
Objects,spoon,Stimuli/Objects/spoon/hhar.jpg,2,1.8,1,55,0,,1990.618092,4,4,22,F,R
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_16.jpg,1,1.8,1,55,0,,1992.633702,4,4,22,F,R
Objects,lamp,Stimuli/Objects/lamp/Adesklamp34.jpg,2,2.3,1,55,0,,1994.648351,4,4,22,F,R
Objects,kayak,Stimuli/Objects/kayak/stearns-pivot-ww-400.jpg,2,2.3,1,55,0,,1997.162787,4,4,22,F,R
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_08.jpg,1,2.3,1,55,0,,1999.677366,4,4,22,F,R
Animals,horse,Stimuli/Animals/horse/horse_08.jpg,1,2.3,1,55,0,,2002.192106,4,4,22,F,R
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher25.jpg,2,1.8,1,55,0,,2004.707384,4,4,22,F,R
Objects,mp3player,Stimuli/Objects/mp3player/b130056.jpg,2,2.3,1,55,0,,2006.721774,4,4,22,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell11.jpg,2,1.8,1,55,0,,2009.236868,4,4,22,F,R
num,num,37,9,1.8,1,97,0.363671,f,2011.250569,4,4,22,F,R
Animals,seashell,Stimuli/Animals/seashell/seashell_17.jpg,1,1.8,1,55,0,,2013.259919,4,4,22,F,R
num,num,19,9,1.8,1,97,0.503294,f,2015.273906,4,4,22,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell14.JPG,2,2.3,1,55,0,,2017.283327,4,4,22,F,R
Animals,bird,Stimuli/Animals/bird/bird_08.jpg,1,2.3,1,55,0,,2019.797878,4,4,22,F,R
Objects,motorcycle,Stimuli/Objects/motorcycle/motorcycle30.jpg,2,1.8,1,55,0,,2022.312358,4,4,22,F,R
num,num,89,9,1.8,1,97,0.4637515,f,2024.325411,4,4,22,F,R
Animals,bird,Stimuli/Animals/bird/bird_02.jpg,1,1.8,1,55,0,,2026.334884,4,4,22,F,R
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher46.jpg,2,1.8,1,55,0,,2028.349754,4,4,22,F,R
Animals,horse,Stimuli/Animals/horse/horse_13.jpg,1,1.8,1,55,0,,2030.365541,4,4,22,F,R
num,num,88,9,2.3,1,97,0.3656083,f,2032.379538,4,4,22,F,R
Animals,marsupialia_australia,Stimuli/Animals/marsupialia_australia/marsupialia_04.jpg,1,2.3,1,55,0,,2034.888709,4,4,22,F,R
Animals,marine,Stimuli/Animals/marine/marine_17.jpg,1,2.3,1,55,0,,2037.403622,4,4,22,F,R
Animals,rabbit,Stimuli/Animals/rabbit/rabbit_10.jpg,1,1.8,1,55,0,,2039.918315,4,4,22,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_07.jpg,1,1.8,1,55,0,,2041.932911,4,4,22,F,R
Objects,abacus,Stimuli/Objects/abacus/bg-abacus.jpg,2,1.8,1,55,0,,2043.948107,4,4,22,F,R
num,num,25,9,2.3,1,97,0.4143714,f,2045.961729,4,4,22,F,R
Objects,ringbinder,Stimuli/Objects/ringbinder/409785_sk_lg.jpg,2,2.3,1,55,0,,2048.471378,4,4,22,F,R
Animals,marine,Stimuli/Animals/marine/marine_10.jpg,1,1.8,1,55,0,,2050.985817,4,4,22,F,R
Objects,kayak,Stimuli/Objects/kayak/Breeze_kayak_2.jpg,2,1.8,1,55,0,,2053.000279,4,4,22,F,R
Objects,flashlight,Stimuli/Objects/flashlight/Streamlight-Stinger-Rechargeable-Flashlight-with-Charger-Black-75014-B00008BFSI-L.jpg,2,1.8,1,55,0,,2055.015031,4,4,22,F,R
Objects,pitcher,Stimuli/Objects/pitcher/Apitcher29.jpg,2,2.3,1,55,0,,2057.030331,4,4,22,F,R
Objects,pitcher,Stimuli/Objects/pitcher/APITCHER.jpg,2,1.8,1,55,0,,2059.545308,4,4,22,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_10.jpg,1,1.8,1,55,0,,2061.560025,4,4,22,F,R
Objects,camcorder,Stimuli/Objects/camcorder/Sony-DCR-SR1000-camcorder[4]1.jpg,2,1.8,1,55,0,,2063.574893,4,4,22,F,R
Objects,lamp,Stimuli/Objects/lamp/Alamp96.jpg,2,2.3,1,55,0,,2065.589617,4,4,22,F,R
Objects,flashlight,Stimuli/Objects/flashlight/Streamlight-71001-Jr-Flashlight-W-batteries-black-B00018A3CG-L.jpg,2,1.8,1,55,0,,2068.103995,4,4,22,F,R
Animals,dog,Stimuli/Animals/dog/dog_02.jpg,1,2.3,1,55,0,,2070.119163,4,4,22,F,R
Objects,flashlight,Stimuli/Objects/flashlight/834808_sk_lg.jpg,2,1.8,1,55,0,,2072.63412,4,4,22,F,R
Objects,abacus,Stimuli/Objects/abacus/a_151.wooden-abacus.jpg,2,2.3,1,55,0,,2074.649827,4,4,22,F,R
Objects,kayak,Stimuli/Objects/kayak/kayak_complet_19.jpg,2,1.8,1,55,0,,2077.164395,4,4,22,F,R
Animals,horse,Stimuli/Animals/horse/horse_05.jpg,1,2.3,1,55,0,,2079.179004,4,4,22,F,R
Animals,bird,Stimuli/Animals/bird/bird_11.jpg,1,2.3,1,55,0,,2081.69396,4,4,22,F,R
Animals,seashell,Stimuli/Animals/seashell/seashell_02.jpg,1,1.8,1,55,0,,2084.20891,4,4,22,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell13.jpg,2,1.8,1,55,0,,2086.224017,4,4,22,F,R
Animals,bird,Stimuli/Animals/bird/bird_13.jpg,1,2.3,1,55,0,,2088.238704,4,4,22,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_16.jpg,1,2.3,1,55,0,,2090.753509,4,4,22,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_04.jpg,1,1.8,1,55,0,,2093.269085,4,4,22,F,R
Objects,pitcher,Stimuli/Objects/pitcher/APITCHER6.jpg,2,2.3,1,55,0,,2095.284634,4,4,22,F,R
Animals,deer,Stimuli/Animals/deer/deer_10.jpg,1,1.8,1,55,0,,2097.799672,4,4,22,F,R
Animals,horse,Stimuli/Animals/horse/horse_09.jpg,1,2.3,1,55,0,,2099.815729,4,4,22,F,R
Animals,seashell,Stimuli/Animals/seashell/seashell_13.jpg,1,2.3,1,55,0,,2102.331029,4,4,22,F,R
Animals,poultry,Stimuli/Animals/poultry/poultry_14.jpg,1,1.8,1,55,0,,2104.846076,4,4,22,F,R
Objects,flashlight,Stimuli/Objects/flashlight/834784_sk_lg.jpg,2,2.3,1,55,0,,2106.860825,4,4,22,F,R
Objects,lamp,Stimuli/Objects/lamp/Alamp155.jpg,2,2.3,1,55,0,,2109.375342,4,4,22,F,R
Animals,marine,Stimuli/Animals/marine/marine_02.jpg,1,1.8,1,55,0,,2111.889432,4,4,22,F,R
Animals,bird,Stimuli/Animals/bird/bird_10.jpg,1,2.3,1,55,0,,2113.903888,4,4,22,F,R
Objects,kayak,Stimuli/Objects/kayak/kayak_complet_1.jpg,2,2.3,1,55,0,,2116.418547,4,4,22,F,R
Animals,marine,Stimuli/Animals/marine/marine_12.png,1,1.8,1,55,0,,2118.936204,4,4,22,F,R
Animals,rat,Stimuli/Animals/rat/rat_02.jpg,1,1.8,1,55,0,,430.9078048,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_16.jpg,1,1.8,1,55,0,,432.9255598,1,5,29,F,R
Animals,hoofed,Stimuli/Animals/hoofed/hoofed_09.jpg,1,2.3,1,55,0,,434.9430268,1,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_10.jpg,1,2.3,1,55,0,,437.4605987,1,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCBGU13.jpg,2,1.8,1,55,0,,439.9771291,1,5,29,F,R
Objects,phone,Stimuli/Objects/phone/26378271.thl.jpg,2,1.8,1,55,0,,441.994151,1,5,29,F,R
num,num,48,9,1.8,1,97,0.4185181,f,444.0110591,1,5,29,F,R
Objects,lamp,Stimuli/Objects/lamp/ALAMP31.jpg,2,1.8,1,55,0,,446.0224323,1,5,29,F,R
num,num,43,9,1.8,1,97,0.5890262,f,448.0366463,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_10.jpg,1,2.3,1,55,0,,450.0484836,1,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI14.jpg,2,2.3,1,55,0,,452.5648065,1,5,29,F,R
num,num,85,9,2.3,1,97,0.4867046,f,455.0788076,1,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/Hairbrush.jpg,2,2.3,1,55,0,,457.5913291,1,5,29,F,R
num,num,86,9,1.8,1,97,0.4523902,f,460.1050762,1,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_02.jpg,1,2.3,1,55,0,,462.1166342,1,5,29,F,R
num,num,23,9,2.3,1,97,0.4856419,f,464.6308435,1,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/bg-abacus.jpg,2,2.3,1,55,0,,467.1415024,1,5,29,F,R
Objects,bell,Stimuli/Objects/bell/LF-42BELL-RG.jpg,2,1.8,1,55,0,,469.6582898,1,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_02.jpg,1,2.3,1,55,0,,471.6744834,1,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_15.jpg,1,2.3,1,55,0,,474.1915148,1,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/ab91.jpg,2,2.3,1,55,0,,476.7090252,1,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_12.jpg,1,2.3,1,55,0,,479.2255372,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_17.jpg,1,1.8,1,55,0,,481.7419423,1,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_16.jpg,1,1.8,1,55,0,,483.7593874,1,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/B0006BKG7U.01-A1NDBS7YGOPBD6._SCLZZZZZZZ_SS500_.jpg,2,2.3,1,55,0,,485.7760686,1,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_01.jpg,1,2.3,1,55,0,,488.2936106,1,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/abacus2.jpg,2,1.8,1,55,0,,490.8117305,1,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_15.jpg,1,1.8,1,55,0,,492.8286362,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_05.jpg,1,1.8,1,55,0,,494.844507,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_09.jpg,1,2.3,1,55,0,,496.8618094,1,5,29,F,R
Objects,phone,Stimuli/Objects/phone/Atelephone4.jpg,2,2.3,1,55,0,,499.3790188,1,5,29,F,R
Animals,suiformes,Stimuli/Animals/suiformes/suiformes_03.jpg,1,1.8,1,55,0,,501.895976,1,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/abacus1.jpg,2,2.3,1,55,0,,503.9125816,1,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELECGUI5.jpg,2,1.8,1,55,0,,506.4279885,1,5,29,F,R
Objects,makeupcompact,Stimuli/Objects/makeupcompact/P190250_hero.jpg,2,1.8,1,55,0,,508.4458232,1,5,29,F,R
Objects,hat,Stimuli/Objects/hat/Apanamahat2.jpg,2,1.8,1,55,0,,510.4635573,1,5,29,F,R
Objects,spoon,Stimuli/Objects/spoon/cuilllercuiller.jpg,2,1.8,1,55,0,,512.4801801,1,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/purses.jpg,2,2.3,1,55,0,,514.4977225,1,5,29,F,R
Objects,phone,Stimuli/Objects/phone/AFAXPHON6.jpg,2,2.3,1,55,0,,517.0136764,1,5,29,F,R
Objects,dumbbell,Stimuli/Objects/dumbbell/dumbell16.jpg,2,2.3,1,55,0,,519.5317015,1,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_13.jpg,1,2.3,1,55,0,,522.0493976,1,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_08.jpg,1,2.3,1,55,0,,524.5681602,1,5,29,F,R
Objects,lamp,Stimuli/Objects/lamp/ALAMP34.jpg,2,2.3,1,55,0,,527.0838985,1,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_02.jpg,1,1.8,1,55,0,,529.6019857,1,5,29,F,R
Objects,lamp,Stimuli/Objects/lamp/ATABLELA4.jpg,2,1.8,1,55,0,,531.6175253,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_03.jpg,1,2.3,1,55,0,,533.6344234,1,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_08.jpg,1,1.8,1,55,0,,536.1519699,1,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/ab96.jpg,2,2.3,1,55,0,,538.1699202,1,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_02.jpg,1,1.8,1,55,0,,540.6881563,1,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/AHANDBAG9.jpg,2,2.3,1,55,0,,542.7065484,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_11.jpg,1,2.3,1,55,0,,545.2247375,1,5,29,F,R
Animals,cat,Stimuli/Animals/cat/cat_11.jpg,1,2.3,1,55,0,,547.7423125,1,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/epiphone-jack-casady-electric-rock-bass-guitar.jpg,2,1.8,1,55,0,,550.259702,1,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_03.jpg,1,1.8,1,55,0,,552.2771779,1,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_11.jpg,1,2.3,1,55,0,,554.294213,1,5,29,F,R
Animals,rabbit,Stimuli/Animals/rabbit/rabbit_11.jpg,1,1.8,1,55,0,,556.8116801,1,5,29,F,R
Objects,phone,Stimuli/Objects/phone/26379340.thl.jpg,2,1.8,1,55,0,,558.8293092,1,5,29,F,R
Objects,lamp,Stimuli/Objects/lamp/ALAMP38.jpg,2,2.3,1,55,0,,560.8463188,1,5,29,F,R
num,num,76,9,1.8,1,97,0.602728,f,563.3614474,1,5,29,F,R
Objects,lamp,Stimuli/Objects/lamp/ATABLAMP4.jpg,2,1.8,1,55,0,,565.3732734,1,5,29,F,R
Objects,phone,Stimuli/Objects/phone/26442658.thl.jpg,2,1.8,1,55,0,,567.390862,1,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/guitar-sign-rock-n-roll.jpg,2,2.3,1,55,0,,569.4081947,1,5,29,F,R
Objects,bed,Stimuli/Objects/bed/6152JCYP56L._AA262_.jpg,2,2.3,1,55,0,,571.9264478,1,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_16.JPG,1,2.3,1,55,0,,574.4423516,1,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/chicken-purse.jpg,2,1.8,1,55,0,,576.9599445,1,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_16.jpg,1,1.8,1,55,0,,578.9765691,1,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_13.jpg,1,1.8,1,55,0,,580.9940006,1,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_06.jpg,1,2.3,1,55,0,,583.0094187,1,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush7.jpg,2,1.8,1,55,0,,585.5262896,1,5,29,F,R
num,num,11,9,1.8,1,97,0.4465615,f,587.5406638,1,5,29,F,R
Animals,mustelidae,Stimuli/Animals/mustelidae/mustelidae_14.jpg,1,2.3,1,55,0,,589.5517411,1,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/a_151.wooden-abacus.jpg,2,1.8,1,55,0,,592.0696216,1,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/AHANDBAG7.jpg,2,1.8,1,55,0,,594.0882306,1,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush30.jpg,2,1.8,1,55,0,,596.1055083,1,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_17.jpg,1,1.8,1,55,0,,598.1206412,1,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_11.jpg,1,1.8,1,55,0,,600.1364772,1,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_05.jpg,1,2.3,1,55,0,,602.1538969,1,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI10.jpg,2,2.3,1,55,0,,604.6708985,1,5,29,F,R
num,num,15,9,2.3,1,97,0.5616207,f,607.1843783,1,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush34.jpg,2,2.3,1,55,0,,609.6957477,1,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_09.jpg,1,2.3,1,55,0,,612.213067,1,5,29,F,R
Animals,dog,Stimuli/Animals/dog/dog_09.jpg,1,1.8,1,55,0,,614.7303812,1,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/Ahandbag69.jpg,2,2.3,1,55,0,,616.7483141,1,5,29,F,R
num,num,51,9,2.3,1,97,0.4270642,f,619.2619811,1,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_04.jpg,1,1.8,1,55,0,,621.7732328,1,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_07.jpg,1,2.3,1,55,0,,623.7903254,1,5,29,F,R
Objects,lamp,Stimuli/Objects/lamp/Adesklamp25.jpg,2,2.3,1,55,0,,626.3076595,1,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/AHANDBAG6.jpg,2,1.8,1,55,0,,628.8254953,1,5,29,F,R
Animals,deer,Stimuli/Animals/deer/deer_12.jpg,1,1.8,1,55,0,,630.8436207,1,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_09.jpg,1,1.8,1,55,0,,632.8606784,1,5,29,F,R
num,num,89,9,2.3,1,97,0.5173598,f,634.8756402,1,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI12.jpg,2,1.8,1,55,0,,637.3863343,1,5,29,F,R
Objects,balloon,Stimuli/Objects/balloon/Aballoon29.jpg,2,2.3,1,55,0,,639.4048433,1,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/Ahandbag13.jpg,2,2.3,1,55,0,,641.9202476,1,5,29,F,R
Objects,phone,Stimuli/Objects/phone/26378886.thl.jpg,2,2.3,1,55,0,,644.4384095,1,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_09.jpg,1,2.3,1,55,0,,646.9561945,1,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_01.jpg,1,2.3,1,55,0,,649.4736385,1,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_09.jpg,1,1.8,1,55,0,,651.98989,1,5,29,F,R
Objects,flashlight,Stimuli/Objects/flashlight/freeplay-jonta-flashlight.jpg,2,1.8,1,55,0,,654.0054548,1,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_07.jpg,1,1.8,1,55,0,,656.022013,1,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_10.jpg,1,1.8,1,55,0,,658.0385587,1,5,29,F,R
Objects,phone,Stimuli/Objects/phone/8081131.thl.jpg,2,2.3,1,55,0,,660.054162,1,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_10.jpg,1,1.8,1,55,0,,662.5705424,1,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/serenity2000-canada_1903_2658146.jpg,2,1.8,1,55,0,,664.5871065,1,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_11.jpg,1,2.3,1,55,0,,666.604214,1,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/2sm.jpg,2,1.8,1,55,0,,669.1195157,1,5,29,F,R
Objects,sofa,Stimuli/Objects/sofa/ALOVSEA12.jpg,2,2.3,1,55,0,,671.1365221,1,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_06.jpg,1,1.8,1,55,0,,673.6535688,1,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/Ahairbrush9.jpg,2,1.8,1,55,0,,675.6698859,1,5,29,F,R
Animals,seashell,Stimuli/Animals/seashell/seashell_08.jpg,1,2.3,1,55,0,,677.6869251,1,5,29,F,R
Animals,butterfly,Stimuli/Animals/butterfly/buttenfly_16.jpg,1,1.8,1,55,0,,1107.305212,2,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_09.jpg,1,2.3,1,55,0,,1109.319958,2,5,29,F,R
Objects,lamp,Stimuli/Objects/lamp/ALAMP31.jpg,2,1.8,1,55,0,,1111.834413,2,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_15.jpg,1,2.3,1,55,0,,1113.848835,2,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI12.jpg,2,1.8,1,55,0,,1116.363459,2,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_13.jpg,1,2.3,1,55,0,,1118.377594,2,5,29,F,R
Animals,rabbit,Stimuli/Animals/rabbit/rabbit_11.jpg,1,1.8,1,55,0,,1120.891909,2,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/abacus1.jpg,2,2.3,1,55,0,,1122.906829,2,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELCGUI10.jpg,2,2.3,1,55,0,,1125.421431,2,5,29,F,R
num,num,66,9,1.8,1,97,0.5134848,f,1127.936138,2,5,29,F,R
Objects,phone,Stimuli/Objects/phone/26442658.thl.jpg,2,1.8,1,55,0,,1129.945682,2,5,29,F,R
num,num,58,9,2.3,1,97,0.6646902,f,1131.959913,2,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_10.jpg,1,1.8,1,55,0,,1134.469354,2,5,29,F,R
num,num,49,9,2.3,1,97,0.5133031,f,1136.483313,2,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_06.jpg,1,2.3,1,55,0,,1138.991519,2,5,29,F,R
num,num,72,9,2.3,1,97,0.5142713,f,1141.506291,2,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_03.jpg,1,1.8,1,55,0,,1144.015564,2,5,29,F,R
Objects,makeupcompact,Stimuli/Objects/makeupcompact/P190250_hero.jpg,2,1.8,1,55,0,,1146.030372,2,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_01.jpg,1,2.3,1,55,0,,1148.045348,2,5,29,F,R
Objects,guitar,Stimuli/Objects/guitar/AELECGUI5.jpg,2,1.8,1,55,0,,1150.560149,2,5,29,F,R
Objects,phone,Stimuli/Objects/phone/26379340.thl.jpg,2,1.8,1,55,0,,1152.575413,2,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/AHANDBAG7.jpg,2,1.8,1,55,0,,1154.590576,2,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/a_151.wooden-abacus.jpg,2,1.8,1,55,0,,1156.606057,2,5,29,F,R
Animals,crustacea,Stimuli/Animals/crustacea/crustacea_02.jpg,1,1.8,1,55,0,,1158.620729,2,5,29,F,R
Objects,hat,Stimuli/Objects/hat/Apanamahat2.jpg,2,1.8,1,55,0,,1160.635591,2,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_07.jpg,1,1.8,1,55,0,,1162.650494,2,5,29,F,R
Animals,frog,Stimuli/Animals/frog/frog_11.jpg,1,2.3,1,55,0,,1164.665385,2,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/AHANDBAG9.jpg,2,2.3,1,55,0,,1167.18065,2,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/Hairbrush.jpg,2,2.3,1,55,0,,1169.695665,2,5,29,F,R
Animals,bird,Stimuli/Animals/bird/bird_16.JPG,1,2.3,1,55,0,,1172.210685,2,5,29,F,R
Objects,phone,Stimuli/Objects/phone/26378271.thl.jpg,2,1.8,1,55,0,,1174.72572,2,5,29,F,R
Animals,rat,Stimuli/Animals/rat/rat_02.jpg,1,1.8,1,55,0,,1176.740594,2,5,29,F,R
Objects,abacus,Stimuli/Objects/abacus/abacus2.jpg,2,1.8,1,55,0,,1178.756119,2,5,29,F,R
Objects,hairbrush,Stimuli/Objects/hairbrush/hairbrush34.jpg,2,2.3,1,55,0,,1180.770838,2,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_16.jpg,1,1.8,1,55,0,,1183.285697,2,5,29,F,R
Objects,handbag,Stimuli/Objects/handbag/Ahandbag69.jpg,2,2.3,1,55,0,,1185.300867,2,5,29,F,R
Animals,turtle,Stimuli/Animals/turtle/turtle_02.jpg,1,1.8,1,55,0,,1187.816281,2,5,29,F,R
Objects,phone,Stimuli/Objects/phone/8081131.thl.jpg,2,2.3,1,55,0,,1189.831481,2,5,29,F,R
Animals,wolf,Stimuli/Animals/wolf/wolf_11.jpg,1,1.8,1,55,0,,1192.346601,2,5,29,F,R
